"id","source_id","cot_type"
39676632,37,"a-n-A-C-F-m"
39662610,79,"a-n-A-C-F-m"
39665000,6,"a-n-A-C-F-m"
39675722,22,"a-n-A-C-F-m"
39686046,10,"a-n-A-C-F-m"
39667406,8,"a-n-A-C-F-m"
39690366,7,"a-n-A-C-F-m"
39665085,8,"a-n-A-C-F-m"
39671219,38,"a-n-A-C-F-m"
39667330,8,"a-n-A-C-F-m"
39661096,53,"a-n-A-C-F-m"
39686820,62,"a-n-A-C-F-m"
39666421,58,"a-n-A-C-F-m"
39680777,63,"a-n-A-C-F-m"
39662281,36,"a-n-A-C-F-m"
39663528,61,"a-n-A-C-F-m"
39686435,62,"a-n-A-C-F-m"
39668913,8,"a-n-A-C-F-m"
39660866,61,"a-n-A-C-F-m"
39664113,61,"a-n-A-C-F-m"
39661869,1,"a-n-A-C-F-m"
39663029,8,"a-n-A-C-F-m"
39680207,25,"a-n-A-C-F-m"
39682663,25,"a-n-A-C-F-m"
39690929,62,"a-n-A-C-F-m"
39657153,53,"a-n-A-C-F-m"
39663580,61,"a-n-A-C-F-m"
39678515,42,"a-n-A-C-F-m"
39690223,66,"a-n-A-C-F-m"
39667779,26,"a-n-A-C-F-m"
39681340,41,"a-n-A-C-F-m"
39686087,66,"a-n-A-C-F-m"
39669988,37,"a-n-A-C-F-m"
39659375,1,"a-n-A-C-F-m"
39673689,65,"a-n-A-C-F-m"
39684721,25,"a-n-A-C-F-m"
39670179,19,"a-n-A-C-F-m"
39683650,41,"a-n-A-C-F-m"
39673872,38,"a-n-A-C-F-m"
39671148,38,"a-n-A-C-F-m"
39663666,61,"a-n-A-C-F-m"
39662997,1,"a-n-A-C-F-m"
39664612,6,"a-n-A-C-F-m"
39679033,63,"a-n-A-C-F-m"
39669557,38,"a-n-A-C-F-m"
39662366,61,"a-n-A-C-F-m"
39668067,38,"a-n-A-C-F-m"
39689769,49,"a-n-A-C-F-m"
39672647,43,"a-n-A-C-F-m"
39689922,40,"a-n-A-C-F-m"
39681276,63,"a-n-A-C-F-m"
39664174,61,"a-n-A-C-F-m"
39665671,58,"a-n-A-C-F-m"
39667607,26,"a-n-A-C-F-m"
39671011,37,"a-n-A-C-F-m"
39657819,53,"a-n-A-C-F-m"
39670163,38,"a-n-A-C-F-m"
39658252,53,"a-n-A-C-F-m"
39664900,38,"a-n-A-C-F-m"
39662320,61,"a-n-A-C-F-m"
39661906,6,"a-n-A-C-F-m"
39664416,8,"a-n-A-C-F-m"
39689126,41,"a-n-A-C-F-m"
39669592,8,"a-n-A-C-F-m"
39684693,25,"a-n-A-C-F-m"
39658412,1,"a-n-A-C-F-m"
39667585,79,"a-n-A-C-F-m"
39664735,79,"a-n-A-C-F-m"
39661120,1,"a-n-A-C-F-m"
39664490,8,"a-n-A-C-F-m"
39664435,8,"a-n-A-C-F-m"
39679789,63,"a-n-A-C-F-m"
39657377,16,"a-n-A-C-F-m"
39660526,45,"a-n-A-C-F-m"
39664346,79,"a-n-A-C-F-m"
39662898,71,"a-n-A-C-F-m"
39661919,79,"a-n-A-C-F-m"
39681105,25,"a-n-A-C-F-m"
39683961,10,"a-n-A-C-F-m"
39669675,37,"a-n-A-C-F-m"
39674843,25,"a-n-A-C-F-m"
39682167,68,"a-n-A-C-F-m"
39688564,85,"a-n-A-C-F-m"
39661595,53,"a-n-A-C-F-m"
39660336,6,"a-n-A-C-F-m"
39660970,61,"a-n-A-C-F-m"
39684128,41,"a-n-A-C-F-m"
39670279,26,"a-n-A-C-F-m"
39683619,10,"a-n-A-C-F-m"
39662501,6,"a-n-A-C-F-m"
39670849,38,"a-n-A-C-F-m"
39658019,29,"a-n-A-C-F-m"
39666505,79,"a-n-A-C-F-m"
39675891,63,"a-n-A-C-F-m"
39675451,43,"a-n-A-C-F-m"
39684558,41,"a-n-A-C-F-m"
39686752,40,"a-n-A-C-F-m"
39677291,63,"a-n-A-C-F-m"
39676739,63,"a-n-A-C-F-m"
39685521,41,"a-n-A-C-F-m"
39670958,65,"a-n-A-C-F-m"
39676225,19,"a-n-A-C-F-m"
39672023,37,"a-n-A-C-F-m"
39661320,1,"a-n-A-C-F-m"
39666667,79,"a-n-A-C-F-m"
39657580,53,"a-n-A-C-F-m"
39687409,10,"a-n-A-C-F-m"
39667429,38,"a-n-A-C-F-m"
39685169,10,"a-n-A-C-F-m"
39689567,62,"a-n-A-C-F-m"
39683548,25,"a-n-A-C-F-m"
39657324,4,"a-n-A-C-F-m"
39658816,16,"a-n-A-C-F-m"
39678570,43,"a-n-A-C-F-m"
39684791,25,"a-n-A-C-F-m"
39666347,79,"a-n-A-C-F-m"
39669320,26,"a-n-A-C-F-m"
39680257,25,"a-n-A-C-F-m"
39661461,53,"a-n-A-C-F-m"
39664583,38,"a-n-A-C-F-m"
39690037,35,"a-n-A-C-F-m"
39681225,43,"a-n-A-C-F-m"
39663325,61,"a-n-A-C-F-m"
39663945,6,"a-n-A-C-F-m"
39665144,61,"a-n-A-C-F-m"
39664347,61,"a-n-A-C-F-m"
39666555,8,"a-n-A-C-F-m"
39664944,26,"a-n-A-C-F-m"
39676963,25,"a-n-A-C-F-m"
39682229,43,"a-n-A-C-F-m"
39671113,26,"a-n-A-C-F-m"
39673300,19,"a-n-A-C-F-m"
39670607,38,"a-n-A-C-F-m"
39688717,62,"a-n-A-C-F-m"
39677412,43,"a-n-A-C-F-m"
39681700,19,"a-n-A-C-F-m"
39686718,62,"a-n-A-C-F-m"
39661022,61,"a-n-A-C-F-m"
39683275,10,"a-n-A-C-F-m"
39677304,63,"a-n-A-C-F-m"
39679045,19,"a-n-A-C-F-m"
39668601,79,"a-n-A-C-F-m"
39659819,61,"a-n-A-C-F-m"
39680357,10,"a-n-A-C-F-m"
39687908,10,"a-n-A-C-F-m"
39661985,45,"a-n-A-C-F-m"
39663464,79,"a-n-A-C-F-m"
39671600,37,"a-n-A-C-F-m"
39673033,87,"a-n-A-C-F-m"
39665346,61,"a-n-A-C-F-m"
39663148,79,"a-n-A-C-F-m"
39678244,63,"a-n-A-C-F-m"
39671315,65,"a-n-A-C-F-m"
39666788,38,"a-n-A-C-F-m"
39689984,39,"a-n-A-C-F-m"
39657591,16,"a-n-A-C-F-m"
39662270,53,"a-n-A-C-F-m"
39686470,62,"a-n-A-C-F-m"
39684117,43,"a-n-A-C-F-m"
39688610,41,"a-n-A-C-F-m"
39667833,38,"a-n-A-C-F-m"
39672484,37,"a-n-A-C-F-m"
39660756,45,"a-n-A-C-F-m"
39657997,16,"a-n-A-C-F-m"
39689196,62,"a-n-A-C-F-m"
39665199,26,"a-n-A-C-F-m"
39660912,79,"a-n-A-C-F-m"
39660928,1,"a-n-A-C-F-m"
39670617,19,"a-n-A-C-F-m"
39658841,89,"a-n-A-C-F"
39690381,39,"a-n-A-C-F-m"
39665429,61,"a-n-A-C-F-m"
39659737,6,"a-n-A-C-F-m"
39679742,19,"a-n-A-C-F-m"
39691068,39,"a-n-A-C-F-m"
39674375,38,"a-n-A-C-F-m"
39669374,38,"a-n-A-C-F-m"
39684098,43,"a-n-A-C-F-m"
39686451,40,"a-n-A-C-F-m"
39657553,53,"a-n-A-C-F-m"
39658901,67,"a-n-A-C-F-m"
39682647,40,"a-n-A-C-F-m"
39690386,7,"a-n-A-C-F-m"
39658434,29,"a-n-A-C-F-m"
39670427,79,"a-n-A-C-F-m"
39685340,7,"a-n-A-C-F-m"
39659701,6,"a-n-A-C-F-m"
39678842,37,"a-n-A-C-F-m"
39672422,19,"a-n-A-C-F-m"
39676641,37,"a-n-A-C-F-m"
39657769,29,"a-n-A-C-F-m"
39685412,40,"a-n-A-C-F-m"
39680778,19,"a-n-A-C-F-m"
39684055,10,"a-n-A-C-F-m"
39679163,37,"a-n-A-C-F-m"
39669014,32,"a-n-A-C-F-m"
39687566,39,"a-n-A-C-F-m"
39675224,43,"a-n-A-C-F-m"
39681723,19,"a-n-A-C-F-m"
39665298,79,"a-n-A-C-F-m"
39658108,16,"a-n-A-C-F-m"
39668657,38,"a-n-A-C-F-m"
39664388,79,"a-n-A-C-F-m"
39658324,34,"a-n-A-C-F-m"
39688789,10,"a-n-A-C-F-m"
39669044,8,"a-n-A-C-F-m"
39671470,19,"a-n-A-C-F-m"
39661408,29,"a-n-A-C-F-m"
39670171,38,"a-n-A-C-F-m"
39666095,8,"a-n-A-C-F-m"
39674353,43,"a-n-A-C-F-m"
39680787,25,"a-n-A-C-F-m"
39673169,63,"a-n-A-C-F-m"
39659415,1,"a-n-A-C-F-m"
39687335,62,"a-n-A-C-F-m"
39688549,62,"a-n-A-C-F-m"
39665708,8,"a-n-A-C-F-m"
39669151,8,"a-n-A-C-F-m"
39681026,19,"a-n-A-C-F-m"
39681067,10,"a-n-A-C-F-m"
39664142,8,"a-n-A-C-F-m"
39684411,10,"a-n-A-C-F-m"
39661584,67,"a-n-A-C-F-m"
39679915,25,"a-n-A-C-F-m"
39666128,8,"a-n-A-C-F-m"
39683179,10,"a-n-A-C-F-m"
39662860,79,"a-n-A-C-F-m"
39669155,8,"a-n-A-C-F-m"
39658149,53,"a-n-A-C-F-m"
39666459,38,"a-n-A-C-F-m"
39671097,42,"a-n-A-C-F-m"
39664609,58,"a-n-A-C-F-m"
39674369,37,"a-n-A-C-F-m"
39681148,23,"a-n-A-C-F-m"
39664272,6,"a-n-A-C-F-m"
39683052,62,"a-n-A-C-F-m"
39663388,79,"a-n-A-C-F-m"
39669379,8,"a-n-A-C-F-m"
39664786,61,"a-n-A-C-F-m"
39689015,24,"a-n-A-C-F-m"
39666248,58,"a-n-A-C-F-m"
39689120,62,"a-n-A-C-F-m"
39657028,16,"a-n-A-C-F-m"
39658410,16,"a-n-A-C-F-m"
39674065,43,"a-n-A-C-F-m"
39664989,79,"a-n-A-C-F-m"
39660913,53,"a-n-A-C-F-m"
39668339,38,"a-n-A-C-F-m"
39682921,25,"a-n-A-C-F-m"
39673490,43,"a-n-A-C-F-m"
39680715,25,"a-n-A-C-F-m"
39668893,38,"a-n-A-C-F-m"
39662162,1,"a-n-A-C-F-m"
39668555,26,"a-n-A-C-F-m"
39659802,53,"a-n-A-C-F-m"
39688790,7,"a-n-A-C-F-m"
39680283,43,"a-n-A-C-F-m"
39670107,65,"a-n-A-C-F-m"
39678454,37,"a-n-A-C-F-m"
39683330,25,"a-n-A-C-F-m"
39658835,16,"a-n-A-C-F-m"
39668275,26,"a-n-A-C-F-m"
39660793,61,"a-n-A-C-F-m"
39677027,63,"a-n-A-C-F-m"
39667421,8,"a-n-A-C-F-m"
39689680,7,"a-n-A-C-F-m"
39685999,41,"a-n-A-C-F-m"
39679800,41,"a-n-A-C-F-m"
39688510,7,"a-n-A-C-F-m"
39661661,6,"a-n-A-C-F-m"
39659383,1,"a-n-A-C-F-m"
39661984,6,"a-n-A-C-F-m"
39662525,79,"a-n-A-C-F-m"
39661702,1,"a-n-A-C-F-m"
39681934,19,"a-n-A-C-F-m"
39686116,24,"a-n-A-C-F-m"
39657744,53,"a-n-A-C-F-m"
39684045,25,"a-n-A-C-F-m"
39690853,35,"a-n-A-C-F-m"
39678036,19,"a-n-A-C-F-m"
39690155,66,"a-n-A-C-F-m"
39668785,79,"a-n-A-C-F-m"
39660353,6,"a-n-A-C-F-m"
39689265,85,"a-n-A-C-F-m"
39681376,68,"a-n-A-C-F-m"
39687356,62,"a-n-A-C-F-m"
39666135,79,"a-n-A-C-F-m"
39682140,25,"a-n-A-C-F-m"
39684357,41,"a-n-A-C-F-m"
39672133,37,"a-n-A-C-F-m"
39664567,36,"a-n-A-C-F-m"
39672784,26,"a-n-A-C-F-m"
39677318,43,"a-n-A-C-F-m"
39689992,10,"a-n-A-C-F-m"
39672747,43,"a-n-A-C-F-m"
39687368,7,"a-n-A-C-F-m"
39659964,61,"a-n-A-C-F-m"
39676228,42,"a-n-A-C-F-m"
39675260,63,"a-n-A-C-F-m"
39664030,6,"a-n-A-C-F-m"
39663000,79,"a-n-A-C-F-m"
